,Disease,ID,Symptoms
648,Chickenpox,58,pregnant women
649,Chickenpox,58,newborn babies
650,Chickenpox,58,people with a weakened immune system
651,Chilblains,59,swelling and pus forming in the affected area
652,Chilblains,59,feeling generally unwell
653,Chilblains,59,a high temperature (fever) of 38C (100.4F) or above
654,Chilblains,59,swollen glands
655,Chilblains,59,poor circulation
656,Chilblains,59,a family history of chilblains
657,Chilblains,59,"regular exposure to cold, damp or draughty conditions"
658,Chilblains,59,a poor diet or low body weight
659,Chilblains,59,lupus – a long-term condition that causes swelling in the body's tissues
660,Chilblains,59,"Raynaud's phenomenon – a common condition that affects the blood supply to certain parts of the body, usually the fingers and toes"
661,Chilblains,59,limiting your exposure to the cold
662,Chilblains,59,looking after your feet
663,Chilblains,59,taking steps to improve your circulation
664,Chlamydia,60,sharing sex toys that aren't washed or covered with a new condom each time they're used
665,Chlamydia,60,infected semen or vaginal fluid getting into your eye
666,Chlamydia,60,pain when peeing
667,Chlamydia,60,"unusual discharge from the vagina, penis or rectum (back passage)"
668,Chlamydia,60,"pain in the lower tummy, bleeding after sex, and bleeding between periods"
669,Chlamydia,60,pain in the testicles
670,Chlamydia,60,"red, sticky eyes"
671,Chlamydia,60,"using a swab – a small cotton bud is gently wiped over the area that might be infected, such as inside the vagina, throat, or inside the anus"
672,Chlamydia,60,peeing into a container – this should ideally be done at least 1 or 2 hours after you last peed
673,Chronic fatigue syndrome,61,feeling generally unwell
674,Chronic fatigue syndrome,61,pain
675,Chronic fatigue syndrome,61,broken sleep
676,Chronic fatigue syndrome,61,"problems with concentration, thinking and memory (‘brain fog’)"
677,Chronic fatigue syndrome,61,"speech and language problems, including word-finding difficulties"
678,Chronic fatigue syndrome,61,poor temperature control
679,Chronic fatigue syndrome,61,dizziness
680,Chronic fatigue syndrome,61,being very sensitive to light and sound
681,Chronic fatigue syndrome,61,nausea
682,Chronic fatigue syndrome,61,loss of appetite
683,Chronic fatigue syndrome,61,muscle pain (myalgia)
684,Chronic kidney disease,62,tiredness
685,Chronic kidney disease,62,"swollen ankles, feet or hands (due to water retention)"
686,Chronic kidney disease,62,shortness of breath
687,Chronic kidney disease,62,nausea
688,Chronic kidney disease,62,blood in the urine
689,Chronic kidney disease,62,high blood pressure (hypertension)
690,Chronic kidney disease,62,diabetes
691,Chronic kidney disease,62,a family history of CKD
692,Chronic kidney disease,62,help maintain blood pressure
693,Chronic kidney disease,62,"maintain the correct levels of chemicals in your body which, in turn, will help heart and muscles function properly"
694,Chronic kidney disease,62,produce the active form of vitamin D that keeps bones healthy
695,Chronic kidney disease,62,"produce a substance called erythropoietin, which stimulates production of red blood cells"
696,Chronic kidney disease,62,"directed donation – a person can donate a kidney to someone they know, like a family member or a friend"
697,Chronic kidney disease,62,altruistic kidney donation – a person can donate a kidney anonymously to someone they do not know
698,Chronic kidney disease,62,having a healthy diet
699,Chronic kidney disease,62,avoiding drinking excessive amounts of alcohol
700,Chronic kidney disease,62,exercising regularly
701,Chronic kidney disease,62,avoiding medicines that can damage the kidney
702,Chronic lymphocytic leukaemia,63,getting infections often
703,Chronic lymphocytic leukaemia,63,"anaemia – persistent tiredness, shortness of breath and pale skin"
704,Chronic lymphocytic leukaemia,63,bleeding and bruising more easily than normal
705,Chronic lymphocytic leukaemia,63,a high temperature (fever)
706,Chronic lymphocytic leukaemia,63,night sweats
707,Chronic lymphocytic leukaemia,63,"swollen glands in your neck, armpits or groin"
708,Chronic lymphocytic leukaemia,63,swelling and discomfort in your tummy
709,Chronic lymphocytic leukaemia,63,unintentional weight loss
710,Chronic lymphocytic leukaemia,63,chemotherapy – where medication is taken as a tablet or given directly into a vein is used to destroy the cancerous cells
711,Chronic lymphocytic leukaemia,63,a stem cell or bone marrow transplant – where donated cells called stem cells are transplanted into your body so you start to produce healthy white blood cells
712,Chronic myeloid leukaemia,64,lymphocytes – mostly used to fight viral infections
713,Chronic myeloid leukaemia,64,"myeloid cells – which perform a number of different functions, such as fighting bacterial infections, defending the body against parasites and preventing the spread of tissue damage"
714,Chronic myeloid leukaemia,64,chronic lymphocytic leukaemia
715,Chronic myeloid leukaemia,64,acute myeloid leukaemia
716,Chronic myeloid leukaemia,64,acute lymphoblastic leukaemia
717,Chronic myeloid leukaemia,64,red blood cells – which carry oxygen around the body
718,Chronic myeloid leukaemia,64,white blood cells – which help fight infection
719,Chronic myeloid leukaemia,64,platelets – which help stop bleeding
720,Chronic myeloid leukaemia,64,tiredness
721,Chronic myeloid leukaemia,64,weight loss
722,Chronic myeloid leukaemia,64,night sweats
723,Chronic myeloid leukaemia,64,a feeling of bloating
724,Chronic myeloid leukaemia,64,bruising
725,Chronic myeloid leukaemia,64,bone pain
726,Chronic obstructive pulmonary disease,65,increasing breathlessness when active
727,Chronic obstructive pulmonary disease,65,a persistent cough with phlegm
728,Chronic obstructive pulmonary disease,65,frequent chest infections
729,Chronic pain,66,Pain Concern
730,Chronic pain,66,Pain Association
731,Chronic pain,66,Versus Arthritis
732,Chronic pain,66,Action on Pain
733,Chronic pain,66,Pain Toolkit
734,Chronic pain,66,Tame the Beast
735,Chronic pain,66,Live Well with Pain
736,Chronic pain,66,British Pain Society
737,Chronic pancreatitis,67,smoking
738,Chronic pancreatitis,67,"a problem with the immune system, causing it to attack the pancreas"
739,Chronic pancreatitis,67,an inherited genetic mutation disrupting the functions of the pancreas
740,Cirrhosis,68,tiredness and weakness
741,Cirrhosis,68,loss of appetite
742,Cirrhosis,68,weight loss and muscle wasting
743,Cirrhosis,68,feeling sick (nausea) and vomiting
744,Cirrhosis,68,tenderness or pain around the liver area
745,Cirrhosis,68,tiny red lines (blood capillaries) on the skin above waist level
746,Cirrhosis,68,very itchy skin
747,Cirrhosis,68,yellowing of the skin and the whites of the eyes (jaundice)
748,Cirrhosis,68,"a tendency to bleed and bruise more easily, such as frequent nosebleeds or bleeding gums"
749,Cirrhosis,68,hair loss
750,Cirrhosis,68,fever and shivering attacks
751,Cirrhosis,68,"swelling in the legs, ankles and feet due to a build-up of fluid (oedema)"
752,Cirrhosis,68,"swelling in your abdomen (tummy), due to a build-up of fluid known as ascites (severe cases can make you look heavily pregnant)"
753,Cirrhosis,68,fever and shivering attacks
754,Cirrhosis,68,shortness of breath
755,Cirrhosis,68,vomiting blood
756,Cirrhosis,68,very dark or black tarry stools
757,Cirrhosis,68,periods of mental confusion or drowsiness
758,Clostridium difficile,69,"stopping the antibiotics thought to be causing the infection, if possible – in mild cases, this may be the only treatment that's needed"
759,Clostridium difficile,69,taking a 10 to 14-day course of antibiotics that are known to kill C. difficile bacteria
760,Clostridium difficile,69,"rarely, serious infections may require surgery to remove a damaged section of the bowel"
761,Coeliac disease,70,irritable bowel syndrome (IBS)
762,Coeliac disease,70,wheat intolerance
763,Coeliac disease,70,stress
764,Coeliac disease,70,just getting older
765,Coeliac disease,70,"severe diarrhoea, excessive wind and/or constipation"
766,Coeliac disease,70,"persistent or unexplained gastrointestinal symptoms, such as nausea and vomiting"
767,Coeliac disease,70,"recurrent stomach pain, cramping or bloating"
768,Coeliac disease,70,"iron, vitamin B12 or folic acid deficiency"
769,Coeliac disease,70,anaemia
770,Coeliac disease,70,tiredness
771,Coeliac disease,70,sudden or unexpected weight loss (but not in all cases)
772,Coeliac disease,70,mouth ulcers
773,Coeliac disease,70,skin rash (dermatitis herpetiformis)
774,Coeliac disease,70,depression
775,Coeliac disease,70,repeated miscarriages
776,Coeliac disease,70,"neurological (nerve) problems such as ataxia (loss of coordination, poor balance) and peripheral neuropathy (numbness and tingling in the hands and feet)"
777,Cold sore,71,"skin infections – these often occur if the virus comes into contact with broken skin, such as a cut or graze, or a skin condition such as eczema"
778,Cold sore,71,herpetic whitlow (whitlow finger) – this causes painful sores and blisters to appear on and around your fingers
779,Cold sore,71,herpetic keratoconjunctivitis – this causes swelling and irritation (inflammation) of your eye area and sores to develop on your eyelids
780,Cold sore,71,"avoid touching cold sores unless you're applying cold sore cream – creams should be dabbed on gently rather than rubbed in, as this can damage your skin further"
781,Cold sore,71,always wash your hands before and after applying cold sore cream and after touching the affected area
782,Cold sore,71,don't share cold sore creams or medication with other people as this can cause the infection to spread
783,Cold sore,71,"don't share items that come into contact with the affected area, such as lipsticks or cutlery"
784,Cold sore,71,avoid kissing and oral sex until your cold sores have completely healed
785,Cold sore,71,"be particularly careful around newborn babies, pregnant women and people with a low immune system, such as those with HIV or those having chemotherapy"
786,Cold sore,71,"if you know what usually triggers your cold sores, try to avoid the triggers – for example, a sun block lip balm (SPF 15 or higher) may help prevent cold sores triggered by bright sunlight"
787,Symptom may not be a bullet point,72,null
788,Common cold,73,a sore throat
789,Common cold,73,a blocked or runny nose
790,Common cold,73,sneezing
791,Common cold,73,a cough
792,Symptom may not be a bullet point,74,null
793,Congenital heart disease,75,cyanotic heart disease
794,Congenital heart disease,75,acyanotic heart disease
795,Congenital heart disease,75,"a blue coloured tinge to the lips, fingers and toes (cyanosis)"
796,Congenital heart disease,75,palpitations
797,Congenital heart disease,75,fainting
798,Congenital heart disease,75,fatigue
799,Congenital heart disease,75,chest pains
800,Congenital heart disease,75,breathing problems
801,Congenital heart disease,75,severe tiredness
802,Congenital heart disease,75,palpitations
803,Congenital heart disease,75,chest pain
804,Congenital heart disease,75,shortness of breath (particularly during activities such as climbing the stairs)
805,Congenital heart disease,75,poor appetite and feeding difficulties
806,Congenital heart disease,75,"sweating, particularly when a baby is feeding"
807,Congenital heart disease,75,delayed growth
808,Conjunctivitis,76,a severe case of allergic conjunctivitis can lead to scarring in the eye
809,Conjunctivitis,76,"in cases of infective conjunctivitis, the infection can spread to other areas of the body, triggering more serious secondary infections, such as meningitis"
810,Constipation,77,stomach ache and cramps
811,Constipation,77,feeling bloated
812,Constipation,77,feeling sick
813,Constipation,77,loss of appetite
814,Constipation,77,loss of appetite
815,Constipation,77,a lack of energy
816,Constipation,77,"being irritable, angry or unhappy"
817,Constipation,77,foul-smelling wind and stools
818,Constipation,77,stomach pain and discomfort
819,Constipation,77,soiling their clothes
820,Constipation,77,generally feeling unwell
821,Symptom may not be a bullet point,78,null
822,Cough,79,"an upper respiratory tract infection (URTI) that affects the throat, windpipe or sinuses – examples are a cold, flu, laryngitis, sinusitis or whooping cough"
823,Cough,79,a lower respiratory tract infection (LRTI) that affects your lungs or lower airways – examples are acute bronchitis or pneumonia
824,Cough,79,"an allergy, such as allergic rhinitis or hay fever"
825,Cough,79,"a flare-up of a long-term condition such as asthma, chronic obstructive pulmonary disease (COPD) or chronic bronchitis"
826,Cough,79,inhaled dust or smoke
827,Cough,79,coronavirus (COVID-19)
828,Cough,79,"a long-term respiratory tract infection, such as chronic bronchitis"
829,Cough,79,"asthma – this also usually causes other symptoms, such as wheezing, chest tightness and shortness of breath"
830,Cough,79,an allergy
831,Cough,79,smoking – a smoker's cough can also be a symptom of COPD
832,Cough,79,bronchiectasis – where the airways of the lungs become abnormally widened
833,Cough,79,"postnasal drip – mucus dripping down the throat from the back of the nose, caused by a condition such as rhinitis or sinusitis"
834,Cough,79,gastro-oesophageal reflux disease (GORD) – where the throat becomes irritated by leaking stomach acid
835,Cough,79,"a prescribed medicine, such as an angiotensin-converting enzyme inhibitor (ACE inhibitor), which is used to treat high blood pressure and cardiovascular disease"
836,Cough,79,bronchiolitis – a mild respiratory tract infection that usually causes cold-like symptoms
837,Cough,79,croup – this causes a distinctive barking cough and a harsh sound known as stridor when the child breathes in
838,Cough,79,"whooping cough – look out for symptoms such as intense, hacking bouts of coughing, vomiting, and a 'whoop' sound with each sharp intake of breath after coughing"
839,Crohn's disease,80,diarrhoea
840,Crohn's disease,80,abdominal pain
841,Crohn's disease,80,fatigue (extreme tiredness)
842,Crohn's disease,80,unintended weight loss
843,Crohn's disease,80,blood and mucus in your faeces (stools)
844,Crohn's disease,80,genetics – genes you inherit from your parents may increase your risk of developing Crohn's disease
845,Crohn's disease,80,the immune system – the inflammation may be caused by a problem with the immune system (the body's defence against infection and illness) that causes it to attack healthy bacteria in the gut
846,Crohn's disease,80,previous infection – a previous infection may trigger an abnormal response from the immune system
847,Crohn's disease,80,smoking – smokers with Crohn's disease usually have more severe symptoms than non-smokers
848,Crohn's disease,80,"environmental factors – Crohn's disease is most common in westernised countries such as the UK, and least common in poorer parts of the world such as Africa, which suggests the environment (particularly sanitation) has a part to play"
849,Croup,81,"MMR – protection from measles, mumps and rubella"
850,Croup,81,"DTaP/IPV/Hib – protection from diphtheria, tetanus, whooping cough, polio and Haemophilus influenzae type b"
851,Cystic fibrosis,82,recurring chest infections
852,Cystic fibrosis,82,difficulty putting on weight
853,Cystic fibrosis,82,"frequent, wet-sounding coughs"
854,Cystic fibrosis,82,diarrhoea
855,Cystic fibrosis,82,occasional wheezing and shortness of breath
856,Cystic fibrosis,82,"a sweat test – to measure the amount of salt in sweat, as the sweat of someone with cystic fibrosis has higher levels of salt than normal"
857,Cystic fibrosis,82,a genetic test – where a sample of blood or saliva is checked for the faulty gene that causes cystic fibrosis
858,Cystic fibrosis,82,antibiotics to prevent and treat chest infections
859,Cystic fibrosis,82,medicines to make the mucus in the lungs thinner and easier to cough up
860,Cystic fibrosis,82,medicines to widen the airways and reduce inflammation
861,Cystic fibrosis,82,special techniques and devices to help clear mucus from the lungs
862,Cystic fibrosis,82,medicines that help the person absorb food better
863,Cystic fibrosis,82,following a special diet and taking supplements to prevent malnutrition
864,Cystitis,83,"pain, burning or stinging when you pee"
865,Cystitis,83,needing to pee more often and urgently than normal
866,Cystitis,83,"urine that's dark, cloudy or strong smelling"
867,Cystitis,83,pain low down in your tummy
868,Cystitis,83,"feeling generally unwell, achy, sick and tired"
869,Deafblindness,84,needing to turn up the volume on the television or radio
870,Deafblindness,84,difficulty following a conversation
871,Deafblindness,84,not hearing noises such as a knock at the door
872,Deafblindness,84,"asking others to speak loudly, slowly and more clearly"
873,Deafblindness,84,"needing to hold books or newspapers very close, or sitting close to the television"
874,Deafblindness,84,difficulty moving around unfamiliar places
875,Deafblindness,84,age-related hearing loss
876,Deafblindness,84,"genetic conditions, such as Usher syndrome"
877,Deafblindness,84,"an infection picked up during pregnancy, such as rubella (German measles)"
878,Deafblindness,84,cerebral palsy – a problem with the brain and nervous system that mainly affects movement and co-ordination
879,Deafblindness,84,"eye problems associated with increasing age, such as cataracts"
880,Deafblindness,84,"preserve and maximise any remaining sight or hearing the person has – this could involve treating underlying conditions like cataracts, wearing glasses or using a hearing aid"
881,Deafblindness,84,teach alternative methods of communication – such as hand on hand signing or braille
882,Deafblindness,84,"help retain or develop as much independence as possible – for example, by training the person to use a long cane, a guide dog or offering a communicator guide"
883,Deep vein thrombosis,85,"pain, swelling and tenderness in one of your legs (usually your calf or thigh)"
884,Deep vein thrombosis,85,a heavy ache in the affected area
885,Deep vein thrombosis,85,warm skin in the area of the clot
886,Deep vein thrombosis,85,"red skin, particularly at the back of your leg below the knee"
887,Dehydration,86,feeling thirsty and lightheaded
888,Dehydration,86,a dry mouth
889,Dehydration,86,tiredness
890,Dehydration,86,"having dark coloured, strong-smelling urine"
891,Dehydration,86,passing urine less often than usual
892,Dehydration,86,have a sunken soft spot (fontanelle) on their head
893,Dehydration,86,have few or no tears when they cry
894,Dehydration,86,have fewer wet nappies
895,Dehydration,86,are drowsy
896,Dehydration,86,babies and infants – they have a low body weight and are sensitive to even small amounts of fluid loss
897,Dehydration,86,older people – they may be less aware that they are becoming dehydrated and need to keep drinking fluids
898,Dehydration,86,people with a long-term health condition – such as diabetes or alcoholism
899,Dehydration,86,athletes – they can lose a large amount of body fluid through sweat when exercising for long periods
900,Dehydration,86,extreme thirst
901,Dehydration,86,feeling unusually tired (lethargic) or confused
902,Dehydration,86,not passing urine for eight hours
903,Dehydration,86,rapid heartbeat
904,Dehydration,86,dizziness when you stand up that doesn't go away after a few seconds
905,Symptom may not be a bullet point,87,null
906,Dementia with Lewy bodies,88,"an assessment of your symptoms – for example, whether you have typical symptoms of dementia with Lewy bodies"
907,Dementia with Lewy bodies,88,a full assessment of your mental abilities
908,Dementia with Lewy bodies,88,a physical examination
909,Dementia with Lewy bodies,88,a review of the medication you are taking
910,Dementia with Lewy bodies,88,"a range of tests, including blood tests, to rule out other possible causes of your symptoms, such as a vitamin B12 deficiency"
911,Dementia with Lewy bodies,88,"brain scans, such as a computerised tomography (CT) scan or a magnetic resonance imaging (MRI) scan, which can check for signs of a stroke, brain tumour or brain shrinkage – a single photon emission CT (SPECT) scan, which looks at the dopamine system in the brain, can also sometimes help"
912,Dementia with Lewy bodies,88,short- and long-term memory
913,Dementia with Lewy bodies,88,attention span
914,Dementia with Lewy bodies,88,concentration
915,Dementia with Lewy bodies,88,language and communication skills
916,Dementia with Lewy bodies,88,ability to plan
917,Dementia with Lewy bodies,88,ability to understand instructions
918,Dementia with Lewy bodies,88,memorising a short list of objects and then repeating the list back
919,Dementia with Lewy bodies,88,"correctly identifying the day of the week, the date, or the year"
920,Symptom may not be a bullet point,89,null
921,Depression,90,mild depression – it has some impact on daily life
922,Depression,90,moderate depression – it has a significant impact on your daily life
923,Depression,90,severe depression – this makes it nearly impossible to get through your life day to day
924,Depression,90,continuous sadness or low mood
925,Depression,90,losing interest in things
926,Depression,90,losing motivation
927,Depression,90,not getting any enjoyment in life
928,Depression,90,feeling tearful
929,Depression,90,feeling guilty
930,Depression,90,feeling anxious
931,Depression,90,feeling irritable
932,Depression,90,finding it hard to make decisions
933,Depression,90,feeling intolerant of other people
934,Depression,90,feeling helpless
935,Depression,90,feeling hopeless
936,Depression,90,low self-esteem
937,Depression,90,feeling worried
938,Depression,90,thinking about suicide
939,Depression,90,thinking about harming yourself
940,Depression,90,speaking or moving slower than usual
941,Depression,90,aches and pains that can't be explained
942,Depression,90,"losing, or sometimes gaining, appetite or weight"
943,Depression,90,constipation
944,Depression,90,loss of interest in sex
945,Depression,90,"disturbed sleep (having trouble falling asleep, for example, or waking up very early)"
946,Depression,90,loss of energy
947,Depression,90,changes in your menstrual cycle (the time of the month when you get your period)
948,Depression,90,avoiding talking to or spending time with your friends
949,Depression,90,taking part in fewer social activities
950,Depression,90,neglecting interests and hobbies
951,Depression,90,doing poorly at work
952,Depression,90,difficulties with your family or home life
953,Depression,90,"Bipolar disorder – people with bipolar disorder, which is also known as ""manic depression"", experience times of depression, where the symptoms are similar to clinical depression. They also go through phases when they have excessively high moods (known as ""mania""). Bouts of mania can include harmful behaviour like unsafe sex, spending sprees and gambling."
954,Depression,90,"Seasonal affective disorder (SAD) is also called ""winter depression"". It's depression that is related to weather, usually winter, so it happens seasonally."
955,Depression,90,"Postnatal depression happens to some women after they've had a baby. It's treated similarly to other types of depression, with antidepressant medication and talking therapy."
956,Depression,90,"Stressful events – big changes in your life, like bereavement, the end of a relationship or the loss of a job, can be difficult to deal with. When these things happen, it's important to keep seeing friends and family instead of trying to deal with problems alone – this increases your risk of developing depression."
957,Depression,90,"Giving birth – pregnancy and birth can make some people vulnerable to depression. Postnatal depression can happen as the result of physical changes, hormonal changes, and the responsibility of taking care of a new baby."
958,Depression,90,Loneliness – your risk of depression gets higher if you aren't in contact or spending time with family and friends.
959,Depression,90,"Personality – some personality traits can put you at a higher risk of developing depression. These include low-self esteem or a habit of criticising yourself too much. These personality traits can come from your genes, which you get from your parents, or they can be as a result of experiences in your early life."
960,Depression,90,"Family history – it's more likely for someone to develop depression if a family member, like a sibling or parent, has experienced it before."
961,Dermatitis herpetiformis,91,diarrhoea
962,Dermatitis herpetiformis,91,constipation
963,Dermatitis herpetiformis,91,stomach pain
964,Dermatitis herpetiformis,91,bloating
965,Dermatitis herpetiformis,91,Sulphapyridine
966,Dermatitis herpetiformis,91,Sulphamethoxypyridazine
967,Dermatitis herpetiformis,91,osteoporosis
968,Dermatitis herpetiformis,91,certain kinds of gut cancer
969,Dermatitis herpetiformis,91,"an increased risk of other autoimmune diseases, such as type 1 diabetes and thyroid disease"
970,Symptom may not be a bullet point,92,null
971,Diarrhoea,93,stomach cramps
972,Diarrhoea,93,nausea and vomiting
973,Diarrhoea,93,headache
974,Diarrhoea,93,loss of appetite
975,Diarrhoea,93,irritability or drowsiness
976,Diarrhoea,93,passing urine infrequently
977,Diarrhoea,93,pale or mottled skin
978,Diarrhoea,93,cold hands and feet
979,Diarrhoea,93,they look or feel increasingly unwell
980,Diarrhoea,93,tiredness and a lack of energy
981,Diarrhoea,93,loss of appetite
982,Diarrhoea,93,nausea
983,Diarrhoea,93,feeling lightheaded
984,Diarrhoea,93,dizziness
985,Diarrhoea,93,dry tongue
986,Diarrhoea,93,sunken eyes
987,Diarrhoea,93,muscle cramps
988,Diarrhoea,93,rapid heartbeat
989,Diarrhoea,93,had 6 or more episodes of diarrhoea in the past 24 hours
990,Diarrhoea,93,diarrhoea and vomiting at the same time
991,Diarrhoea,93,watery poo
992,Diarrhoea,93,blood in their poo
993,Diarrhoea,93,a severe or continuous stomach ache
994,Diarrhoea,93,symptoms of dehydration
995,Diarrhoea,93,there is blood in your poo
996,Diarrhoea,93,you are vomiting persistently
997,Diarrhoea,93,you've lost a lot of weight
998,Diarrhoea,93,you have passed a large amount of very watery diarrhoea
999,Diarrhoea,93,it occurs at night and is disturbing your sleep
1000,Diarrhoea,93,you have recently taken antibiotics or been treated in hospital
1001,Diarrhoea,93,you have symptoms of dehydration
1002,Diarrhoea,93,your poo is dark or black – this may be a sign of bleeding inside your stomach
1003,Discoid eczema,94,emollients – moisturisers applied to the skin to stop it becoming dry
1004,Discoid eczema,94,topical corticosteroids – ointments and creams applied to the skin that can help relieve severe symptoms
1005,Discoid eczema,94,antihistamines – medications that can reduce itching and help you sleep better
1006,Diverticular disease and diverticulitis,95,lower abdominal pain
1007,Diverticular disease and diverticulitis,95,feeling bloated
1008,Diverticular disease and diverticulitis,95,"more severe abdominal pain, especially on the left side"
1009,Diverticular disease and diverticulitis,95,high temperature (fever) of 38C (100.4F) or above
1010,Diverticular disease and diverticulitis,95,diarrhoea or frequent bowel movements
1011,Dizziness (Lightheadedness),96,"whether the dizziness started for no apparent reason, or if it followed an illness"
1012,Dizziness (Lightheadedness),96,"whether you have repeated episodes of dizziness and, if so, when you tend to experience these"
1013,Dizziness (Lightheadedness),96,how long the dizziness lasts
1014,Dizziness (Lightheadedness),96,what you were doing at the time you felt dizzy
1015,Dizziness (Lightheadedness),96,how long it lasted and how bad it was
1016,Dizziness (Lightheadedness),96,"whether you had any other symptoms – such as fainting, vomiting, nausea, blurred vision, headache, hearing loss or tinnitus"
1017,Dizziness (Lightheadedness),96,"labyrinthitis – an inner ear infection that affects your hearing and balance, and can lead to a severe form of dizziness called vertigo"
1018,Dizziness (Lightheadedness),96,"migraine – dizziness may come on before or after the headache, or even without the headache"
1019,Dizziness (Lightheadedness),96,stress or anxiety – particularly if you tend to hyperventilate (breathe abnormally quickly when resting)
1020,Dizziness (Lightheadedness),96,low blood sugar level (hypoglycaemia) – which is usually seen in people with diabetes
1021,Dizziness (Lightheadedness),96,"postural hypotension – a sudden fall in blood pressure when you suddenly sit or stand up, which goes away after lying down. This is more common in older people"
1022,Dizziness (Lightheadedness),96,"dehydration or heat exhaustion – dehydration could be due to not drinking enough during exercise, or illness that causes vomiting, diarrhoea or fever"
1023,Dizziness (Lightheadedness),96,"vertebrobasilar insufficiency – decreased blood flow in the back of the brain, which may be caused by the blood vessels that lead to the brain from the heart being blocked (known as atherosclerosis)"
1024,Dizziness (Lightheadedness),96,having a severe illness or condition that affects the whole body
1025,Dizziness (Lightheadedness),96,using recreational drugs or consuming excessive amounts of alcohol (either binge drinking or long-term alcohol misuse)
1026,Dizziness (Lightheadedness),96,certain types of prescription medicine – such as antidepressants or blood pressure medication
1027,Dizziness (Lightheadedness),96,"having a heart rhythm problem – such as atrial fibrillation (a fast, irregular heartbeat)"
1028,Dizziness (Lightheadedness),96,carbon monoxide poisoning
1029,Down's syndrome,97,null
1030,Symptom may not be a bullet point,98,null
1031,Dysphagia (swallowing problems),99,coughing or choking when eating or drinking
1032,Dysphagia (swallowing problems),99,"bringing food back up, sometimes through the nose"
1033,Dysphagia (swallowing problems),99,a sensation that food is stuck in your throat or chest
1034,Dysphagia (swallowing problems),99,persistent drooling of saliva
1035,Dysphagia (swallowing problems),99,"a condition that affects the nervous system, such as a stroke, head injury, or dementia"
1036,Dysphagia (swallowing problems),99,cancer – such as mouth cancer or oesophageal cancer
1037,Dysphagia (swallowing problems),99,gastro-oesophageal reflux disease (GORD) – where stomach acid leaks back up into the oesophagus
1038,Dysphagia (swallowing problems),99,"mouth or throat, known as oropharyngeal or ""high"" dysphagia"
1039,Dysphagia (swallowing problems),99,"oesophagus (the tube that carries food from your mouth to your stomach), known as oesophageal or ""low"" dysphagia"
1040,Dysphagia (swallowing problems),99,speech and language therapy to learn new swallowing techniques
1041,Dysphagia (swallowing problems),99,changing the consistency of food and liquids to make them safer to swallow
1042,Dysphagia (swallowing problems),99,"alternative forms of feeding, such as tube feeding through the nose or stomach"
1043,Dysphagia (swallowing problems),99,surgery to widen the narrowing of the oesophagus by stretching it or inserting a plastic or metal tube (known as a stent)
1044,Dystonia,100,muscle spasms
1045,Dystonia,100,"having an abnormal, twisted posture"
1046,Dystonia,100,"a foot, leg or arm turning inwards"
1047,Dystonia,100,body parts jerking rapidly
1048,Dystonia,100,stress
1049,Dystonia,100,fatigue
1050,Dystonia,100,alcohol
1051,Dystonia,100,coffee
1052,Dystonia,100,sudden movement
1053,Dystonia,100,musician’s cramp
1054,Dystonia,100,golfer’s cramp
1055,Dystonia,100,typist’s cramp
1056,Earache,101,null
1057,Earwax build-up,102,null
1058,Ebola virus disease,103,null
1059,Symptom may not be a bullet point,104,null
1060,Endometriosis,105,the first day of your last period (when it started)
1061,Endometriosis,105,how many days your period usually lasts
1062,Endometriosis,105,what was the shortest time between your periods (from the first day of one period to the first day of the next)
1063,Endometriosis,105,what was the longest time between your periods (from the first day of one period to the first day of the next)
1064,Endometriosis,105,how often you need to change your period products on a heavy day
1065,Endometriosis,105,"if you are over 25, when you had your last smear test"
1066,Endometriosis,105,contraceptive pill (‘the pill’)
1067,Endometriosis,105,contraceptive patch
1068,Endometriosis,105,contraceptive injection
1069,Endometriosis,105,intrauterine system (IUS)
1070,Epilepsy,106,stress
1071,Epilepsy,106,lack of sleep
1072,Epilepsy,106,withdrawal from alcohol following heavy drinking
1073,Epilepsy,106,some medications
1074,Epilepsy,106,illegal drugs
1075,Epilepsy,106,your menstrual cycle or period
1076,Epilepsy,106,"flashing lights (this is an uncommon trigger that affects less than 5% of people with epilepsy, and is known as photosensitive epilepsy)"
1077,Erectile dysfunction (impotence),107,"narrowing of the blood vessels going to the penis – commonly associated with high blood pressure (hypertension), high cholesterol or diabetes"
1078,Erectile dysfunction (impotence),107,hormonal problems
1079,Erectile dysfunction (impotence),107,surgery or injury
1080,Erectile dysfunction (impotence),107,anxiety
1081,Erectile dysfunction (impotence),107,depression
1082,Erectile dysfunction (impotence),107,relationship problems
1083,Escherichia coli (E. coli) O157,108,null
1084,Symptom may not be a bullet point,109,null
1085,Symptom may not be a bullet point,110,null
1086,Symptom may not be a bullet point,111,null
1087,Febrile seizures,112,null
1088,Fever in adults,113,null
1089,Fever in children,114,upper respiratory tract infections (RTIs)
1090,Fever in children,114,flu
1091,Fever in children,114,ear infections
1092,Fever in children,114,roseola – a virus that causes a temperature and a rash
1093,Fever in children,114,tonsillitis
1094,Fever in children,114,kidney or urinary tract infections (UTIs)
1095,Fever in children,114,"common childhood illnesses, such as chickenpox and whooping cough"
1096,Fibroids,115,"intramural – the most common type of fibroid, these develop in the muscular wall of the womb"
1097,Fibroids,115,subserosal – fibroids that develop on the outside part of the wall of the womb and can become very large
1098,Fibroids,115,submucosal – fibroids that develop in the muscular layer of the womb beneath the womb's inner lining (endometrium) and grow into the inside of the womb
